#Word1	Word2	Score
пасцель_NOUN	коўдра_NOUN	3.38
пасылаць_VERB	атрымліваць_VERB	0.15
пасылаць_VERB	наведваць_VERB	0
столь_NOUN	сабор_NOUN	0.08
нырка_NOUN	орган_NOUN	7.69
з'яўляцца_VERB	наведваць_VERB	4.77
права_NOUN	правасуддзе_NOUN	4.92
свята_NOUN	цырымонія_NOUN	6.85
меркаваць_VERB	прадказваць_VERB	6.62
прадпрыемства_NOUN	прамысловасць_NOUN	5.23
прадпрыемства_NOUN	кампанія_NOUN	9.23
прадстаўнік_NOUN	адвакат_NOUN	6.15
прадстаўляць_VERB	вырашаць_VERB	0.38
прадузятасць_NOUN	думка_NOUN	4.92
прэзідэнт_NOUN	мэр_NOUN	3.92
выдатны_ADJ	цудоўны_ADJ	9.38
выдатны_ADJ	жудасны_ADJ	0
злачынства_NOUN	крадзеж_NOUN	5
злачынства_NOUN	махлярства_NOUN	5.69
злачынства_NOUN	парушэнне_NOUN	6.23
мець поспех_VERB	правальваецца_VERB	0
мець поспех_VERB	спрабаваць_VERB	1.77
прыбываць_VERB	пакідаць_VERB	0
прыбываць_VERB	прыходзіць_VERB	8.08
вітаць_VERB	сустракаць_VERB	7.15
звычка_NOUN	манера_NOUN	8.15
прызнаваць_VERB	паведамляць_VERB	3.54
прымаць_VERB	не прымаць_VERB	0.345
прымаць_VERB	прызнаваць_VERB	7.08
прымаць_VERB	верыць_VERB	2.54
прымаць_VERB	дараваць_VERB	5.08
прымаць_VERB	рэкамендаваць_VERB	0.46
прымаць_VERB	дастаўляць_VERB	0.08
прыносіць_VERB	пасылаць_VERB	0.62
прыносіць_VERB	аднаўляць_VERB	0.23
прыносіць_VERB	скардзіцца_VERB	0.08
прынц_NOUN	кароль_NOUN	5.08
прынцэса_NOUN	выспа_NOUN	0
набываць_VERB	атрымліваць_VERB	7.115
набываць_VERB	знаходзіць_VERB	5.15
набываць_VERB	купляць_VERB	8.46
прысутнасьць_NOUN	дзверы_NOUN	0.92
прыкідвацца_VERB	здавацца_VERB	4.92
прыкідвацца_VERB	уяўляць_VERB	1.77
прыкідвацца_VERB	маляваць_VERB	6
прыходзіць_VERB	наведваць_VERB	7.85
прыходзіць_VERB	прыносіць_VERB	0.23
прыяцель_NOUN	спадарожнік_NOUN	4.77
прыемны_ADJ	велікадушны_ADJ	3.54
правальваецца_VERB	бянтэжыць_VERB	0.69
провад_NOUN	шнура_NOUN	7.92
абвяшчаць_VERB	аб'яўляць_VERB	7.23
прадавацца_VERB	прадаваць_VERB	4.23
прайграваць_VERB	правальваецца_VERB	3.92
здарэньне_NOUN	аварыя_NOUN	4.92
прападаць_VERB	знікаць_VERB	9.31
прарэх_NOUN	пагадненне_NOUN	0
прасіць_VERB	маліць_VERB	8
прасіць_VERB	маліцца_VERB	5.46
просты_ADJ	лёгкі_ADJ	7
праход_NOUN	калідор_NOUN	7.61666666666667
дараваць_VERB	забываць_VERB	5.54
растлумачваць_VERB	тлумачыць_VERB	8.31
пруток_NOUN	турма_NOUN	0.08
пруток_NOUN	клетка_NOUN	0.08
псалом_NOUN	заваёва_NOUN	0.31
псалом_NOUN	салома_NOUN	0
птушка_NOUN	ястраб_NOUN	5.23
птушка_NOUN	індычка_NOUN	4.08
птушка_NOUN	курыца_NOUN	5.46
бурбалка_NOUN	пена_NOUN	3.23
падарожжа_NOUN	заваёва_NOUN	0.69
падарожжа_NOUN	паездка_NOUN	8.31
пчала_NOUN	матка_NOUN	2.77
пчала_NOUN	мурашка_NOUN	0.62
спрабаваць_VERB	думаць_VERB	0.38
праца_NOUN	кіраванне_NOUN	4.46
работнік_NOUN	механік_NOUN	2.54
работнік_NOUN	фотаапарат_NOUN	0.62
працадаўца_NOUN	работнік_NOUN	1.93
рабін_NOUN	святар_NOUN	7.38
радасць_NOUN	гордасць_NOUN	1.77
разбор_NOUN	вердыкт_NOUN	2.62
забава_NOUN	футбол_NOUN	1.69
памер_NOUN	велічыня_NOUN	8.15
разважаць_VERB	думаць_VERB	9.15
руйнаваць_VERB	ствараць_VERB	0
руйнаваць_VERB	арганізоўваць_VERB	0
руйнаваць_VERB	будаваць_VERB	0
разбурэнне_NOUN	пабудова_NOUN	0.23
дзе ракі зімуюць_NOUN	хвароба_NOUN	7.54
ранімы_ADJ	абыякавы_ADJ	0.15
пашырацца_VERB	расці_VERB	8.08
рэальнасць_NOUN	фантазія_NOUN	0.23
рэальнасць_NOUN	ілюзія_NOUN	0.15
дзіця_NOUN	дарослы_NOUN	0
дзіця_NOUN	хлопчык_NOUN	5.38
ребячливый_ADJ	безразважны_ADJ	5.08
рака_NOUN	паток_NOUN	6.23
рака_NOUN	даліна_NOUN	0.23
рака_NOUN	мора_NOUN	2.62
вырашаць_VERB	выбіраць_VERB	6.77
вырашальны_ADJ	важны_ADJ	7.08
рыс_NOUN	боб_NOUN	1.08
рыс_NOUN	хлопчык_NOUN	0.08
рытм_NOUN	мелодыя_NOUN	5
бацькі_NOUN	дарослы_NOUN	3.54
нараджаць_VERB	насіць_VERB	3.69
ражок_NOUN	барабан_NOUN	0.62
рот_NOUN	губа_NOUN	4.31
рот_NOUN	зуб_NOUN	3.15
рубеж_NOUN	мяжа_NOUN	9.77
стрэльба_NOUN	гармата_NOUN	3.38
стрэльба_NOUN	нож_NOUN	1.23
стрэльба_NOUN	свавольства_NOUN	0.38
стрэльба_NOUN	світанне_NOUN	0.08
стрэльба_NOUN	мех_NOUN	0.54
рука_NOUN	плячо_NOUN	2
рука_NOUN	запясце_NOUN	2.54
рука_NOUN	мускул_NOUN	1.54
рука_NOUN	цела_NOUN	1.15
рука_NOUN	Вена_NOUN	1.08
рука_NOUN	калена_NOUN	0.46
рука_NOUN	костка_NOUN	1.62
рука_NOUN	шыя_NOUN	0.62
кіраўніцтва_NOUN	кіраванне_NOUN	8.69
салата_NOUN	воцат_NOUN	1.31
самалёт_NOUN	аэрапорт_NOUN	1.31
самалёт_NOUN	джет_NOUN	5.69
самаўпэўнены_ADJ	упэўнены_ADJ	7.38
цукар_NOUN	мёд_NOUN	2.69
свежы_ADJ	шырокі_ADJ	0
швэдар_NOUN	пінжак_NOUN	1.54
святар_NOUN	манах_NOUN	7.38
поўнач_NOUN	Захад_NOUN	0.46
секунда_NOUN	хвіліна_NOUN	2.69
сэрца_NOUN	аперацыя_NOUN	1
сціскацца_VERB	расці_VERB	0
сіла_NOUN	моц_NOUN	7.77
сіла_NOUN	здольнасьць_NOUN	2.38
моцны_ADJ	горды_ADJ	3.23
сімуляваць_VERB	прыкідвацца_VERB	9.23
сітуацыя_NOUN	стан_NOUN	2.62
складваць_VERB	дзяліць_VERB	0.15
хуткі_ADJ	хуткасны_ADJ	9.15
быдла_NOUN	бык_NOUN	5.23
скрыпка_NOUN	інструмент_NOUN	4.46
сціплы_ADJ	рахманы_ADJ	2.46
скрытны_ADJ	дзіўны_ADJ	3.15
бедны_ADJ	рэдкі_ADJ	4.85
сумны_ADJ	смешны_ADJ	0
слоўнік_NOUN	тлумачэнне_NOUN	5.69
слова_NOUN	слоўнік_NOUN	2.77
слова_NOUN	літаратура_NOUN	3.31
слова_NOUN	старонка_NOUN	2.15
слова_NOUN	ключ_NOUN	1
здарацца_VERB	адбывацца_VERB	9.46
слухаць_VERB	чуць_VERB	7
слухаць_VERB	падпарадкоўвацца_VERB	5
слухацца_VERB	падпарадкоўвацца_VERB	6.85
золь_NOUN	бруд_NOUN	7.85
смерць_NOUN	пахаванне_NOUN	5.31
смерць_NOUN	трагедыя_NOUN	4.77
смерць_NOUN	бедзтва_NOUN	1.92
снег_NOUN	надвор'е_NOUN	3.08
снег_NOUN	шторм_NOUN	2.15
сабака_NOUN	котка_NOUN	0
сабака_NOUN	конь_NOUN	0.62
збірацца_VERB	сустракацца_VERB	7.08
збірацца_VERB	наведваць_VERB	0.62
раіць_VERB	рэкамендаваць_VERB	9.46
сучасны_ADJ	старадаўні_ADJ	0
згаджацца_VERB	спрачацца_VERB	0.15
згаджацца_VERB	адмаўляць_VERB	0
злучаць_VERB	дадаваць_VERB	4.62
ствараць_VERB	рабіць_VERB	8.31
ствараць_VERB	будаваць_VERB	6.92
ствараць_VERB	прадстаўляць_VERB	0.15
стваральнік_NOUN	вытворца_NOUN	9.46
сонца_NOUN	неба_NOUN	1.69
кемлівы_ADJ	інтэлектуальны_ADJ	8.31
кемлівы_ADJ	тупы_ADJ	0
адпавядаць_VERB	адрознівацца_VERB	0
сапернік_NOUN	праціўнік_NOUN	9.08
стан_NOUN	хлопчык_NOUN	0.85
сасуд_NOUN	Вена_NOUN	6.77
супрацоўнічаць_VERB	удзельнічаць_VERB	3.69
супрацоўнічаць_VERB	аб'ядноўвацца_VERB	6.38
захоўваць_VERB	абараняць_VERB	6.85
спіртное_NOUN	стагоддзе_NOUN	0
спіртное_NOUN	група_NOUN	0.23
плётка_NOUN	навіна_NOUN	4.85
спрэчка_NOUN	пагадненне_NOUN	1.31
спрэчка_NOUN	крытыка_NOUN	3.92
спрачацца_VERB	адрознівацца_VERB	1.46
спрачацца_VERB	пераконваць_VERB	7.31
параўноўваць_VERB	аналізаваць_VERB	5.38
шклянка_NOUN	ражок_NOUN	5.08
станавіцца_VERB	здавацца_VERB	2.925
стары_ADJ	новы_ADJ	0
стары_ADJ	свежы_ADJ	0
артыкул_NOUN	часопіс_NOUN	3.92
стейк_NOUN	мяса_NOUN	6.54
шкло_NOUN	крышталь_NOUN	5.69
сцяна_NOUN	цэгла_NOUN	1.92
сцяна_NOUN	апрацоўка_NOUN	2.85
стыль_NOUN	мода_NOUN	7.62
старонка_NOUN	абзац_NOUN	2
дзіўны_ADJ	незвычайны_ADJ	8.92
дзіўны_ADJ	скрытны_ADJ	2.69
вандраваць_VERB	блукаць_VERB	8.15
крэсла_NOUN	лаўка_NOUN	3
ступня_NOUN	галава_NOUN	1.38
судна_NOUN	палуба_NOUN	3.08
судна_NOUN	аўтамабіль_NOUN	0.85
сумачка_NOUN	сумка_NOUN	9.38
шчасце_NOUN	поспех_NOUN	7.77
шчасце_NOUN	прымірэнне_NOUN	6.15
шчаслівы_ADJ	радасны_ADJ	8.46
шчаслівы_ADJ	задаволены_ADJ	8.08
шчаслівы_ADJ	злы_ADJ	0
шчаслівы_ADJ	малады_ADJ	0.46
сын_NOUN	бацька_NOUN	1.46
тытунь_NOUN	цыгарэта_NOUN	7.31
таксі_NOUN	таксаматор_NOUN	6.38
таксаматор_NOUN	аўтобус_NOUN	5.15
талерка_NOUN	міска_NOUN	8.31
цвёрды_ADJ	трывалы_ADJ	7.77
цвёрды_ADJ	шчыльны_ADJ	6.31
цяля_NOUN	бык_NOUN	5.38
тэлефон_NOUN	будка_NOUN	2.62
цела_NOUN	грудзі_NOUN	3.62
цела_NOUN	страўнік_NOUN	0.92
цела_NOUN	плячо_NOUN	1.54
цела_NOUN	пазваночнік_NOUN	3.38
цела_NOUN	нерв_NOUN	2
тэрапеўт_NOUN	лекар_NOUN	5.23
губляць_VERB	захоўваць_VERB	0
губляць_VERB	атрымліваць_VERB	0.08
цётка_NOUN	пляменнік_NOUN	1.38
натоўп_NOUN	група_NOUN	6.38
натоўп_NOUN	парад_NOUN	4.77
тужлівы_ADJ	сумны_ADJ	8.62
трава_NOUN	травінка_NOUN	8.31
трава_NOUN	мох_NOUN	5
трапеза_NOUN	вячэра_NOUN	8.15
трапеза_NOUN	талія_NOUN	0.85
марнаваць_VERB	збіраць_VERB	0
патрабаваць_VERB	запытваць_VERB	6.15
трубка_NOUN	цыгара_NOUN	5.31
цяжкі_ADJ	просты_ADJ	0
трук_NOUN	памер_NOUN	0.23
тупы_ADJ	дурацкі_ADJ	7.54
тупы_ADJ	дурны_ADJ	8.54
тупы_ADJ	інтэлектуальны_ADJ	0
тупы_ADJ	разумны_ADJ	0
хмара_NOUN	бура_NOUN	2.38
турма_NOUN	выбар_NOUN	0.62
грунтоўны_ADJ	важкі_ADJ	8.62
цяжкі_ADJ	лёгкі_ADJ	0
перакананы_ADJ	бясспрэчны_ADJ	5.92
прытулак_NOUN	хаціна_NOUN	7.15
забіваць_VERB	знішчаць_VERB	7.92
забіваць_VERB	душыць_VERB	7.08
забіваць_VERB	вешаць_VERB	3
забіваць_VERB	абараняць_VERB	1.54
упэўненасць_NOUN	самасць_NOUN	6
дагаджаць_VERB	маліць_VERB	0.77
дагаджаць_VERB	забаўляць_VERB	5.46
задавальняць_VERB	дагаджаць_VERB	6.77
вячэра_NOUN	сняданак_NOUN	0.31
вячэра_NOUN	трапеза_NOUN	7.23
вячэра_NOUN	суп_NOUN	2.69
вячэра_NOUN	кураціна_NOUN	1.15
вузкі_ADJ	шырокі_ADJ	0
пазнаваць_VERB	слухаць_VERB	1.62
вуліца_NOUN	завулак_NOUN	5.69
вуліца_NOUN	аўтамабіль_NOUN	0.62
розум_NOUN	навык_NOUN	2.85
розум_NOUN	праніклівасць_NOUN	6.15
памяншацца_VERB	сціскацца_VERB	8.46
памнажаць_VERB	дзяліць_VERB	0.46
памнажаць_VERB	складваць_VERB	2.92
маліць_VERB	прасіць_VERB	8.08
намаганне_NOUN	цяжкасць_NOUN	4.38
ладзіць_VERB	арганізоўваць_VERB	7.62
ладзіць_VERB	мець патрэбу_VERB	0.23
удзельнічаць_VERB	далучацца_VERB	6.46
навучэнец_NOUN	вучань_NOUN	9.85
навучэнец_NOUN	выкладчык_NOUN	1.69
вучань_NOUN	прэзідэнт_NOUN	0.38
настаўнік_NOUN	выкладчык_NOUN	9.92
цясніну_NOUN	даліна_NOUN	2.85
факт_NOUN	сутнасьць_NOUN	6.77
факультэт_NOUN	юрыспрудэнцыя_NOUN	1.92
фільм_NOUN	кінастужка_NOUN	9.92
флот_NOUN	армія_NOUN	4.38
формула_NOUN	ураўненьне_NOUN	7
формула_NOUN	часопіс_NOUN	0.08
фотаапарат_NOUN	прэзідэнт_NOUN	0.15
фраза_NOUN	слова_NOUN	2
хімія_NOUN	тэорыя_NOUN	2.62
хітры_ADJ	разумны_ADJ	3.38
хлеб_NOUN	мука_NOUN	5.15
хлеб_NOUN	сыр_NOUN	0.38
пагорак_NOUN	уцёс_NOUN	3.54
хацець_VERB	выбіраць_VERB	1.15
захоўваць_VERB	валодаць_VERB	5.31
захоўваць_VERB	абараняць_VERB	6.15
кветка_NOUN	фіялка_NOUN	6.31
кветка_NOUN	цыбуліна_NOUN	2.31
кветка_NOUN	куст_NOUN	3
кветка_NOUN	цягавітасьць_NOUN	0.46
мэта_NOUN	пошук_NOUN	0.62
каштоўнасць_NOUN	вера_NOUN	2.23
цэнт_NOUN	памер_NOUN	0.69
цэнт_NOUN	жонка_NOUN	0.23
царква_NOUN	хор_NOUN	1.46
кубак_NOUN	збан_NOUN	3.15
чалавек_NOUN	пераможца_NOUN	0.46
чалавек_NOUN	ахоўнік_NOUN	2.31
чэмпіён_NOUN	пераможца_NOUN	9.38
сумленны_ADJ	вінаваты_ADJ	0
пара_NOUN	тандэм_NOUN	8.08
чытаць_VERB	разумець_VERB	0.31
пачуццё_NOUN	інтуіцыя_NOUN	6.85
цудоўны_ADJ	дзіўны_ADJ	8.54
пачвара_NOUN	дэман_NOUN	6.85
шыя_NOUN	пазваночнік_NOUN	2.62
шырокі_ADJ	вузкі_ADJ	0
школа_NOUN	клас_NOUN	3.69
шланг_NOUN	сад_NOUN	0.77
капялюш_NOUN	паліто_NOUN	1.23
капялюшык_NOUN	цвік_NOUN	0.85
шакалад_NOUN	пірог_NOUN	1.77
шпіль_NOUN	капліца_NOUN	2.08
шум_NOUN	грукат_NOUN	7.62
шчака_NOUN	мова_NOUN	2.69
экзатычны_ADJ	рэдкі_ADJ	7.46
эксцэнтрычны_ADJ	дзіўны_ADJ	6.31
эластычны_ADJ	гнуткі_ADJ	7.92
элегантнасць_NOUN	стыль_NOUN	6.46
электарат_NOUN	партыя_NOUN	2.08
эмоцыя_NOUN	запал_NOUN	3.85
эпоха_NOUN	дзесяцігоддзе_NOUN	4.31
юбілей_NOUN	год_NOUN	2.69
юбілей_NOUN	дата_NOUN	6.62
поўдзень_NOUN	поўнач_NOUN	0
юрыст_NOUN	банкір_NOUN	1.15
яблык_NOUN	сок_NOUN	1.38
яблык_NOUN	слодыч_NOUN	1.54
яблык_NOUN	павідла_NOUN	3.15
яблык_NOUN	лімон_NOUN	1.31
яблык_NOUN	сонца_NOUN	0.15
ядро_NOUN	гармата_NOUN	2.77
мова_NOUN	горла_NOUN	1.38
ярд_NOUN	цаля_NOUN	2.62
люты_ADJ	злы_ADJ	7.46
